Identyfikator,Temat,Status,Projekt,Priorytet,Plik 1,Plik 2,Pliki inne,Data zgłoszenia
0004170,brakuje dodatkowej warstwy - obrzeże,nowy,edytor szafek użytkownika,normalny,,,,2022-04-05
0004183,dodanie narzędzia eksport/import bazy szafek,przypisany,edytor szafek użytkownika,normalny,,,,2022-04-05
0004203,Ramka frontu zmienia swoją szerokość wraz ze zmianą szerokości frontu,zwrócony,edytor szafek użytkownika,pilny,,,,2022-04-08
0004292,Brak frontu z ekspresem w edytorze szafek,przypisany,edytor szafek użytkownika,normalny,,,,2022-05-20
0004817,Dodanie elementu konstrukcyjnego powoduje utworzenie się kopii szafki,przypisany,edytor szafek użytkownika,normalny,,,,2022-11-02
0004836,Przykładowe szafki z edytora nie widoczne w bazie użytkownika,nowy,edytor szafek użytkownika,normalny,,,,2022-11-03
0005483,Brak frontu kratki w zestawie Simple,przypisany,edytor szafek użytkownika,normalny,,,,2023-03-01
0005796,Szafka z bazy użytkownika ma plecy i wieńce na jednej warstwie,przypisany,edytor szafek użytkownika,normalny,,,,2023-04-26
0006041,Możliwość wstawienia pleców szafki między płyty boczne,przypisany,edytor szafek użytkownika,normalny,,,,2023-06-06
0006421,Przeskakujący podgląd modelu przy zmianie półek z pełnych na szklane i odwrotnie,przypisany,edytor szafek użytkownika,normalny,,,,2023-08-18
0006436,Podczas zaznaczania zestawu na pomarańczowo podświetla się inny zestaw,przypisany,edytor szafek użytkownika,normalny,,,,2023-08-21
0006581,Odsunięcie od ściany ustawia się dopiero za drugim razem,przypisany,edytor szafek użytkownika,normalny,,,,2023-09-08
0006589,Błędne zachowanie półek w szafkach użytkownika,przypisany,edytor szafek użytkownika,normalny,,,,2023-09-11
0006590,Cokoły szafek nie resetują się przy tworzeniu nowych modeli,przypisany,edytor szafek użytkownika,normalny,,,,2023-09-12
0006682,Inny wygląd ramiaka ramka aluminiowa w wizualizacji w szafce z edytora,przypisany,edytor szafek użytkownika,wysoki,,,,2023-10-13
0007119,Niepoprawne działanie typów frontów dla frontów innych niż przedni,przypisany,edytor szafek użytkownika,normalny,,,,2024-02-28
0007129,Dodanie DPI Aware w Edytorze szafek użytkownika,przypisany,edytor szafek użytkownika,normalny,,,,2024-02-29
0007211,Brak możliwości ustawienia konkretnej wartości wysokości frontu,przypisany,edytor szafek użytkownika,normalny,,,,2024-03-20
0007223,Nieprawidłowe wywiary płyt w zestawieniu elementów konstrukcyjnych,przypisany,edytor szafek użytkownika,wysoki,,,,2024-03-22
0002853,niepoprawne rozkładanie tekstury na podestach bez właczonej opcji płytek,nowy,elementy dowolne,normalny,,,,2020-11-10
0003110,Mała gęstość podziału na zaokrągleniach po utworzeniu Tekstu 3D,przypisany,elementy dowolne,normalny,,,,2021-03-03
0004800,"zmiana nazwy modelu, usuwanie elementów z bazy",nowy,elementy dowolne,normalny,,,,2022-10-27
0005006,"mimo włączonej opcji ""płytki' obiekty np. skosy rysowane 3Dface nie odcinają powierzchni",przypisany,elementy dowolne,wysoki,,,,2022-12-08
0005494,błąd rysowałem sufit z podestu - element z podestu jest jakby odsunięty,przypisany,elementy dowolne,normalny,,,,2023-03-01
0006663,Możliwość nadania nazwy warstwy dłuższej niż 10 znaków,nowy,elementy dowolne,normalny,,,,2023-10-05
0007135,Brak możliwości stworzenia elementu dowolnego z niepołączonych linii na widoku z boku,przypisany,elementy dowolne,normalny,,,,2024-03-04
0007153,Nieznany wyjątek przy próbie wejścia do wizualizacji po nieprawidłowym użyciu funkcji wstawiania tekstu 3d.,przypisany,elementy dowolne,normalny,,,,2024-03-07
0007290,"Po rozciągnięciu podestu w środowisku, w wizualizacji traci on teksturę",przypisany,elementy dowolne,wysoki,,,,2024-04-10
0007353,Niepoprawne menu przy skalowaniu rozdzielczości,zawieszony,elementy dowolne,wysoki,,,,2024-04-19
0007429,Łuk jest ścinany podczas tworzenia elementu dowolnego.,nowy,elementy dowolne,wysoki,,,,2024-05-16
0002339,Nieprawidłowe tło przycisków w oknie programu,przypisany,export3D,normalny,,,,2020-06-18
0003697,"Po aktualizacji wciskając ""U"" pojawia się błąd",rozwiązany,FaceFlipper,wysoki,,,,2021-10-14
0000756,powiadomienia mailowe o komentarzach do bugów mają dopisek [new],rozwiązany,Infrastruktura,wysoki,,,,2019-05-08
0001438,Zbyt szybkie wygasanie sesji,zwrócony,Infrastruktura,pilny,,,,2019-11-18
0001673,Wymuszenie pól przy zgłaszaniu/rozwiązywaniu błędu,przypisany,Infrastruktura,wysoki,,,,2020-01-08
0001871,Automatycznie dodawanie usuwanie znaczników/tagów,przypisany,Infrastruktura,normalny,,,,2020-02-26
0003628,Test,rozwiązany,Infrastruktura,normalny,,,,2021-09-24
0006309,Brak powiadomień o aktualizacji plików/baz,przypisany,Infrastruktura,wysoki,,,,2023-07-25
0004705,"Ujednolicenie treści przycisku ""Otwórz program"".",przypisany,Instalator,normalny,,,,2022-10-07
0005234,sprawdzenie czy system operacyjny Windows jest 64 bitowy,przypisany,Instalator,wysoki,,,,2023-01-23
0005273,"MADE nie instaluje się, jeżeli w systemie jest MS Office 32bit",przypisany,Instalator,wysoki,,,,2023-02-02
0005627,Spowolniona praca instalatora podczas dodawania kodów kluczy,przypisany,Instalator,normalny,,,,2023-03-22
0006240,Informacje dla użytkowinków,nowy,Instalator,normalny,,,,2023-07-06
0000660,Dodatkowy typ - UPDATE,przypisany,instalator baz danych,niski,,,,2019-04-05
0004367,"Jeżeli wskażę folder, który nie istnieje - brak informacji o błędzie",przypisany,instalator baz danych,niski,,,,2022-06-14
0004389,katalog wybrany ręcznie - nie instaluje we wskazanej ścieżce,przypisany,instalator baz danych,normalny,,,,2022-06-23
0000143,Problemy z instalacją oprogramowania,przypisany,instalator programu,wysoki,,,,2018-11-23
0000144,"Nazewnictwo programów, interfejs",przypisany,instalator programu,wysoki,,,,2018-11-23
0000318,"W rezultacie instalacji samych baz materiałów instaluje się ich inny zestaw, niż przy pełnej instalacji programu",zwrócony,instalator programu,normalny,,,,2019-01-21
0004392,Rozszerzenie nazw skrótów aktualizatora i edytora płytek o nazwy programu,nowy,instalator programu,wysoki,,,,2022-06-24
0004656,Instalator nie przenosi wpisanych kodów do hasp.dat,przypisany,instalator programu,pilny,,,,2022-09-23
0004881,Myląca nazwa pliku ikony w katalogu instalacyjnym programu,przypisany,instalator programu,wysoki,,,,2022-11-14
0004904,Instalka instaluje program w katalogu DEMO bez części plików,rozwiązany,instalator programu,wysoki,,,,2022-11-21
0005599,CAD License nie instaluje się podczas instalacji,przypisany,instalator programu,normalny,,,,2023-03-16
0006217,"Zamiast nowoutworzonego folderu do instalacji programu - instalator podstawia do formularza ""nowy folder""",przypisany,instalator programu,normalny,,,,2023-07-04
0006865,Brak ikon skrótów programu po instalacji lub aktualizacji,przypisany,instalator programu,normalny,,,,2023-12-06
0006964,nie można otworzyć instrukcji instalacji programu,przypisany,instalator programu,niski,,,,2024-01-10
0007390,Dodanie odnośników do instrukcji w menu start,nowy,instalator programu,wysoki,,,,2024-04-29
0000261,Kolejność kontrolek i obsługa okienka przy pomocy klawiatury,przypisany,konwerter,normalny,,,,2018-12-20
0002794,wczytywanie plików dwg - 2D - jak polecenie ddinstert,nowy,konwerter,normalny,,,,2020-10-19
0002795,"lampy dodawane do BU, możliwość dodania punktu świetlnego",nowy,konwerter,normalny,,,,2020-10-19
0003892,Błąd w czasie konwersji i przekroczenie pamięci przy wielowarstwowym modelu,rozwiązany,konwerter,normalny,,,,2021-12-15
0005960,Dodać czyszczenie folderu TMP w konwerterze,przypisany,konwerter,normalny,,,,2023-05-26
0007338,brakuje informacji o ilości modeli w bazie i w typach,nowy,konwerter,normalny,,,,2024-04-16
0007430,Nieoczekiwany błąd i runtime error przy obrocie z zaznaczoną grupą obiektów,przypisany,konwerter,normalny,,,,2024-05-16
0005385,Cannot find table or constraint przy próbie otwarcia elementów wnętrzarskich - błędna konwersja dodatki_glob.mdb,zwrócony,Konwerter mdb,wysoki,,,,2023-02-16
0005432,Niewidoczna baza użytkownika elementów wnętrzarskich - brak konwersji pliku dodatki.mdb z folderu B_user,zawieszony,Konwerter mdb,wysoki,,,,2023-02-22
0002415,nieprawidłowe kopiowanie ścian,nowy,kreator ścian,normalny,,,,2020-07-10
0004932,Brak splasha na start programu,zwrócony,launcher,normalny,,,,2022-11-24
0005241,Program nie ustawia środowiska jako domyślnego,rozwiązany,launcher,wysoki,,,,2023-01-25
0006572,"klawisz ""Wymuś uruchamianie"" powinien być odblokowany ze zwłoką czasową",przypisany,launcher,wysoki,,,,2023-09-07
0001390,"Ustawienia w oknie ""Listwy"" nie są zapamiętywane",przypisany,listwy,niski,,,,2019-10-31
0002363,Listwy dodane do profili użytkownika w wycenie podawane są na sztuki a nie w łącznej długości,przypisany,listwy,normalny,,,,2020-06-26
0004175,"w edytorze listew brakuje pozycji ""cena""",nowy,listwy,normalny,,,,2022-04-05
0004212,Wyszukiwarka dla narzędzia listwy,nowy,listwy,wysoki,,,,2022-04-13
0005189,Listwy nie obejmują przewodów,przypisany,listwy,niski,,,,2023-01-17
0006665,Nieaktywna opcja zmień punkt podczas edycji profili użytkownika w listwach,nowy,listwy,normalny,,,,2023-10-06
0007397,Program nie zapamiętuje ostatnio wybranej listwy,przypisany,listwy,wysoki,,,,2024-05-06
0006139,Lukarny - edycja ściany - wydłużenie/skrócenie,nowy,Lukarny,normalny,,,,2023-06-19
0006140,Lukarny - zmiana typu lukarny podczas edycji,rozwiązany,Lukarny,normalny,,,,2023-06-19
0006567,Brak ograniczeń dla wymiarów lukarny,rozwiązany,Lukarny,normalny,,,,2023-09-07
0006993,Po wczytaniu z pliku lukarna nie wycina otworu w ścianie,rozwiązany,Lukarny,normalny,,,,2024-01-19
0002134,Dodanie ostrzeżenia przed zapisem gdy brak miejsca na dysku,nowy,manager,normalny,,,,2020-04-21
0002938,Przechwytywanie komunikatów o błędach,nowy,manager,normalny,,,,2020-12-17
0003123,opcja eksport import pliku - savetex i opentex,nowy,manager,normalny,,,,2021-03-09
0003434,Nieprawidłowa godzina utworzenia i modyfikacji projektu,przypisany,manager,normalny,,,,2021-07-20
0003834,"Zmiana polecenia otwierającego okno Managera projektów z Icadowego ""open"" na własne",przypisany,manager,niski,,,,2021-11-29
0004229,folder docelowy dla odzyskiwania plików w innym katalogu,nowy,manager,normalny,,,,2022-04-26
0005196,błędny kolor linii wywołanej komendą L+Enter,rozwiązany,manager,wysoki,,,,2023-01-18
0006285,Ściana znika w wizualizacji po użyciu funkcji zapisz wnętrze,przypisany,manager,normalny,,,,2023-07-18
0006379,Okno eksportu projektu nie wyświetla się na środku,przypisany,manager,normalny,,,,2023-08-07
0006400,nie zgadzają się daty i godziny na liście projektów,przypisany,manager,normalny,,,,2023-08-11
0006778,Brak danych projektu przy użyciu funkcji Zapisz jako,przypisany,manager,normalny,,,,2023-11-20
0006856,szyk asocjacyjny nie jest widoczny we wizualizacji,przypisany,manager,wysoki,,,,2023-12-04
0006902,"Zmieniająca się data utworzenia projektu, gdy zapis wykonywany jest na zmapowanym zasobie sieciowym",przypisany,manager,pilny,,,,2023-12-14
0007406,Data ostatniego dostępu taka sama dla wszystkich projektów,nowy,manager,normalny,,,,2024-05-09
0007409,"Po aktualizacji zawierającej zmiany z DPI, kolumny w oknie wyboru projektu są ściśnięte",przypisany,manager,normalny,,,,2024-05-10
0004687,Marketing nie aktualizuje się,przypisany,Marketing,wysoki,,,,2022-10-03
0004899,Przycisk dodaj osobę w oknie dodawania kontaktu edytuje już istniejącą,rozwiązany,Marketing,normalny,,,,2022-11-18
0006461,Ostrzeżenie przed uruchomieniem - nieznany wydawca,przypisany,Marketing,normalny,,,,2023-08-25
0005954,dodać polecenie kopiowania obiektu,rozwiązany,Modyfikacje,normalny,,,,2023-05-26
0005970,Obracanie 2D - brak trybu z kątem bazowym,przypisany,Modyfikacje,normalny,,,,2023-05-29
0005971,Obracanie 3D - płaszczyzna rzutowania,rozwiązany,Modyfikacje,normalny,,,,2023-05-29
0005972,Obracanie 3D - brak opcji z kątem bazowym,przypisany,Modyfikacje,normalny,,,,2023-05-29
0005973,Polecenia edycji 2D z możliwością pozostawienia oryginalnego obiektu,rozwiązany,Modyfikacje,normalny,,,,2023-05-29
0005974,Narzędzie offset - dodać opcję wielokrotny o stały interwał,rozwiązany,Modyfikacje,normalny,,,,2023-05-29
0005990,Polecenie Lustro i Offset - możliwość kopii obiektu (domyślnie włączona),rozwiązany,Modyfikacje,normalny,,,,2023-05-31
0005991,Dodać polecenie kopiuj,rozwiązany,Modyfikacje,normalny,,,,2023-05-31
0005993,Fazowanie,rozwiązany,Modyfikacje,normalny,,,,2023-05-31
0005995,"Fazowanie - nie fazuję, jeżeli polilinia jest niedomknięta /pierwszy lub ostatni segment/",rozwiązany,Modyfikacje,normalny,,,,2023-05-31
0005999,Polecenie Przedłuż tylko pierwszy i ostatni segment polilinii,przypisany,Modyfikacje,normalny,,,,2023-05-31
0006000,Polecenie Lustro i Offset - opcja pozostaw oryginał,rozwiązany,Modyfikacje,normalny,,,,2023-05-31
0006476,"Punkty przyciągania orto nie działają podczas używania funkcji ""obróć 3d""",przypisany,Modyfikacje,normalny,,,,2023-08-29
0006553,Brak możliwości wpisania z klawiatury kąta przy obrocie obiektu 3D,przypisany,Modyfikacje,normalny,,,,2023-09-06
0006583,"Zmiana prezentacji kąta obrotu 3d na spójną z cadem, wyświetlany zakres wartości kąta powinien mieścić się w przedziale 0-360",przypisany,Modyfikacje,normalny,,,,2023-09-11
0006584,"Dodatkowe gotowe opcje i checkboxy w formularzu po prawej stronie podczas używania funkcji ""obrót 3d""",przypisany,Modyfikacje,normalny,,,,2023-09-11
0006816,Macierze w modyfikacji (przesuń),rozwiązany,Modyfikacje,natychmiastowy,,,,2023-11-29
0006991,Odznaczanie obiektu po modyfikacji 2D,rozwiązany,Modyfikacje,normalny,,,,2024-01-19
0007178,Niepotrzebne zmienne w TgrCircle,rozwiązany,Modyfikacje,normalny,,,,2024-03-12
0007226,Obrót 2d - Wybrór płaszczyzny obrotu,przypisany,Modyfikacje,normalny,,,,2024-03-22
0007227,Macierze w modyfikacji lustro,rozwiązany,Modyfikacje,normalny,,,,2024-03-22
0007255,Dodać ikonę do polecenia kopiuj,nowy,Modyfikacje,normalny,,,,2024-04-01
0007307,Dodać możliwość odsunięcia przez punkt (nie w pierwszej wersji),przypisany,Modyfikacje,żaden,,,,2024-04-11
0007308,Dodać opcję zmiany stron w parametrach odsunięcia (offsetu),przypisany,Modyfikacje,normalny,,,,2024-04-11
0003327,Niewłaściwe działanie zerowania obrotu 3D,przypisany,obrót 3d / przesuń,normalny,,,,2021-05-27
0003409,Zeruj obroty 3d przemieszcza model w inne miejsce,przypisany,obrót 3d / przesuń,normalny,,,,2021-07-12
0007259,Przesuń > Wskaż niepoprawnie oblicza odległość,przypisany,obrót 3d / przesuń,normalny,,,,2024-04-02
0006982,"Brak możliwości przesuniecia okna ,,Dzwi i okien""",nowy,Okna/Drzwi,normalny,,,,2024-01-17
0006919,"Wnęka nie reaguje na zmianę parametru ""Głębokość""",zwrócony,Otwory/Występy/Wnęki,niski,,,,2023-12-21
0006929,Potrzebne zablokowanie możliwości wstawienia otworu poza hostem,rozwiązany,Otwory/Występy/Wnęki,normalny,,,,2023-12-22
0007358,Nowy moduł zestawień (overview.dll),przypisany,overview,normalny,,,,2024-04-22
0002959,Usunąć CAD.Ini z panelu aktualizatora,przypisany,Panel aktualizacji,normalny,,,,2021-01-07
0002962,Sprawdzanie poprawności dostarczonych plików na serwer aktualizacyjny klienta,przypisany,Panel aktualizacji,normalny,,,,2021-01-07
0005108,"Dodać zmianę działania pola ""Język"" aby móc od razu w polu ""Język"" wybrać docelowe języki.",przypisany,Panel aktualizacji,normalny,,,,2023-01-02
0005963,Zamiana czasu UTC na lokalny,przypisany,Panel aktualizacji,normalny,,,,2023-05-29
0006924,"Brak możliwości wykonania operacji z paska u góry (obrót, skaluj, lustro itd.) na podestach.",rozwiązany,Podesty,normalny,,,,2023-12-22
0006472,Niemożność podziału połączonej wcześniej balustrady,rozwiązany,Poręcze,normalny,,,,2023-08-29
0006510,Błędne połączenie balustrady z polilinii z balustradą ze schodów,rozwiązany,Poręcze,wysoki,,,,2023-08-31
0006887,Błąd po połączeniu podzielonych wcześniej balustrad,zwrócony,Poręcze,normalny,,,,2023-12-12
0006888,Po podziale balustrady pokazują się punkty do jej edycji takie jak przed podziałem,rozwiązany,Poręcze,normalny,,,,2023-12-12
0006899,Łączenie poręczy na różnych piętrach,rozwiązany,Poręcze,normalny,,,,2023-12-14
0006926,Po zapisaniu i wczytaniu projektu balustrada zmienia swój kształt,przypisany,Poręcze,normalny,,,,2023-12-22
0006937,"Po zmianie kształtu poręczy za pomocą marka funkcja ""podziel balustradę"" zachowuje się nieprzewidywalnie",rozwiązany,Poręcze,normalny,,,,2023-12-29
0006949,Próba połączenia balustrad kończy się zmianą poziomu (wysokości) przez jedną z nich,przypisany,Poręcze,normalny,,,,2024-01-04
0006995,Połączenie poręczy z różnych pięter,rozwiązany,Poręcze,normalny,,,,2024-01-22
0006996,Polilinie do poręczy winny być poziome,rozwiązany,Poręcze,normalny,,,,2024-01-22
0007024,Znikające poligony,przypisany,Poręcze,normalny,,,,2024-01-30
0007041,Program nie pobiera Railing::PathEditNode po połączeniu balustrad,rozwiązany,Poręcze,normalny,,,,2024-02-07
0007107,Nie działa parametr odsunięcie od krawędzi,rozwiązany,Poręcze,wysoki,,,,2024-02-22
0007145,"Błędne działanie edycji balustrady niezależnej, którą wcześniej podzielono",przypisany,Poręcze,normalny,,,,2024-03-05
0007164,Metody wirtualne w TgrPolygon może da sie usunąć (UWAGA: b. niski priorytet),przypisany,Poręcze,niski,,,,2024-03-08
0007179,Błędny podział krótkiego odcinka balustrady,przypisany,Poręcze,normalny,,,,2024-03-12
0007201,Dodać sprawdzenie przy łączeniu balustrad na różnych poziomach,przypisany,Poręcze,normalny,,,,2024-03-15
0007202,Odsiewanie znaczników łączeń balustrad jeśli w oczywisty sposób się nie przetną,rozwiązany,Poręcze,normalny,,,,2024-03-15
0007236,Mark końca/początku balustrady zmienia swoje położenie,przypisany,Poręcze,normalny,,,,2024-03-25
0007237,"Balustrada wczytana  z pliku XML posiada błędny parametr ""odsunięcie od końca""",przypisany,Poręcze,normalny,,,,2024-03-25
0007244,"Próba wyjścia z ""wstaw poręcz"" za pomocą przycisku Esc powoduje, że program łapie laga",rozwiązany,Poręcze,normalny,,,,2024-03-27
0007371,"Błędne wyrysowanie balustrady ""Model1""",przypisany,Poręcze,normalny,,,,2024-04-23
0002650,dostęp do manuali z poziomu oprogramowania,nowy,przeglądarka PDF,normalny,,,,2020-09-01
0000228,Kompresja tekstur,nowy,render,normalny,,,,2018-12-13
0000515,Path tracing: zaznaczenie warstw ze ścianami podczas zapisu animacji powoduje zawieszenie programu i zapełnienie pamięci RAM,przypisany,render,niski,,,,2019-03-01
0000572,W path tracingu po wyborze widoku z góry renderuje się inny widok,przypisany,render,normalny,,,,2019-03-14
0001253,"Komunikat o błędzie po wymianie kolorystyki szafki/blatu, po szybkim podglądzie",przypisany,render,normalny,,,,2019-09-18
0001444,brak funkcji regulującej absorpcję światła na obiektach częściowo przezroczystych,przypisany,render,normalny,,,,2019-11-19
0001473,Brak widoczności głębi ostrości na podglądzie i po obliczeniach Radiosity,przypisany,render,normalny,,,,2019-11-21
0001476,Wybranie głębi ostrości po obliczeniach Radiosity skutkuje pojawieniem się małego kwadratowepo podglądu,przypisany,render,normalny,,,,2019-11-21
0001515,"Po ukryciu widoczności modelu, następnie odkryciu ukrytych elementów i włączeniu radiosity, model znika.",przypisany,render,normalny,,,,2019-11-29
0001530,Kwadrat w lewym dolnym rogu zamiast podglądu wizki po zakończeniu Radiosity i poruszeniu rolką myszy,przypisany,render,normalny,,,,2019-12-02
0001540,"Wyłączona ""Widoczność"" zaznaczonego obszaru podczas przeliczeń zostaje przywrócona.",przypisany,render,normalny,,,,2019-12-02
0001715,"Inny sposób renderowania elementów z ustawionymi parametrami przezroczystość, emisja,  podświetlenie",przypisany,render,wysoki,,,,2020-01-17
0001731,Po wyłączaniu odszumiania parametry rendera nie ustawiają się na standardowe,przypisany,render,normalny,,,,2020-01-21
0001771,Crash renderprocess.exe gdy przeliczenia wykonywane są z wyłączonym plikiem stonicowania,przypisany,render,wysoki,,,,2020-01-27
0001803,zapamiętywanie przez program włączenia opcji dodatkowego obszaru podczas przenoszenia płytek,nowy,render,normalny,,,,2020-02-03
0001812,Losowe niepoprawne oświetlenie sceny w renderze podstawowym,przypisany,render,wysoki,,,,2020-02-04
0002159,Po wyłączeniu odszumiania parametry nie wracają do ustawień standardowych,przypisany,render,wysoki,,,,2020-04-24
0002236,Model traci tekstury po jego kopiowaniu,przypisany,render,normalny,,,,2020-05-18
0002486,Model robi się czarny po Raytracingu,przypisany,render,normalny,,,,2020-07-22
0002570,"""Nieoczekiwany błąd"" po przerwaniu zapisu animacji w trakcie renderingu",przypisany,render,normalny,,,,2020-08-10
0002661,Szpros w oknie robi się czarny po włączeniu rendera Path Tracing,przypisany,render,normalny,,,,2020-09-04
0002704,Tekstura obraca się po rozpoczęciu renderingu Path Tracing,przypisany,render,normalny,,,,2020-09-18
0002832,Nie działa wyłączenie widoczności na suficie podczas obliczeń Path tracing,przypisany,render,normalny,,,,2020-10-30
0002955,Domyślne parametry rendera pathtracing nie odpowiadają ustawionym parametrom standard,przypisany,render,wysoki,,,,2020-12-30
0003482,Błędne oświetlenie szafek przy zestawie Malaga po uruchomieniu rendera podstawowego,przypisany,render,wysoki,,,,2021-08-02
0003926,Brak możliwości ustawienia głębii ostrości indywidualnie dla danego widoku,przypisany,render,normalny,,,,2022-01-04
0004139,"Błąd ""sqrt domain error"" przy próbie włączenia renderu podstawowego",przypisany,render,normalny,,,,2022-03-25
0004255,Ustawienie szkła powoduje nadmierne odbicia na kabinie,przypisany,render,wysoki,,,,2022-05-06
0004375,Dodatkowy pasek w renderze,przypisany,render,niski,,,,2022-06-20
0004377,Panoframa sferyczna mimo odznaczonego checkboxa na rozdzielczości widoku,przypisany,render,normalny,,,,2022-06-20
0004419,Wolny start obliczeń Gi jeśli w projekcie znajduje się model o bardzo dużej gęstości małych fejsów,przypisany,render,wysoki,,,,2022-07-07
0004422,Przy włączonym oświetleniu (emisji) w suficie za każdym razem powstaje podświetlenie pod umywalką,przypisany,render,wysoki,,,,2022-07-08
0004996,Artefakty po obrocie pomieszczenia podczas radiosity.,przypisany,render,normalny,,,,2022-12-06
0005404,Zmiany w zakładce Swiatła nie mają efektu przy włączonym Blokuj zmiany widoku,przypisany,render,normalny,,,,2023-02-17
0005604,Niepoprawny wygląd tekstur w renderze po grupowaniu frontów szafek,przypisany,render,normalny,,,,2023-03-17
0005984,Różnica w zachowaniu światła w renderze radiosty,przypisany,render,normalny,,,,2023-05-31
0007105,Różnica w zachowaniu mapowania wypukłości fugi,przypisany,render,normalny,,,,2024-02-21
0007194,RenderProcess.exe wyłącza się na konkretnym projekcie,przypisany,render,normalny,,,,2024-03-15
0007285,Nie startuje render przy zbyt niskim GI,przypisany,render,normalny,,,,2024-04-09
0006144,Schody - snapowanie do,rozwiązany,Schody,normalny,,,,2023-06-20
0006147,Schody dodatkowy uchwyt obrysu schodów,rozwiązany,Schody,normalny,,,,2023-06-20
0006149,Schody - narożnik - usunąć/schować parametry niewykorzystywane w zależności od typu narożnika,rozwiązany,Schody,normalny,,,,2023-06-20
0006494,W widoku ustawionym na cieniowanie pod schodami występuje przenikanie powierzchni,rozwiązany,Schody,normalny,,,,2023-08-31
0006664,Znikająca konstrukcja,przypisany,Schody,normalny,,,,2023-10-05
0006837,Końcowa wysokość schodów powinna pobierać się z wysokości piętra,przypisany,Schody,normalny,,,,2023-11-30
0006839,Ograniczenie wartości wysokości stopnicy,rozwiązany,Schody,normalny,,,,2023-11-30
0006842,Konstrukcja monolityczna rysuje złą geometrię gdy jej poziom jest ponad pierwszym stopniem,rozwiązany,Schody,normalny,,,,2023-11-30
0006843,Wywołanie metody może powodować crash programu,rozwiązany,Schody,wysoki,,,,2023-12-01
0006848,Zabieg powinien pokazywać parametr 2h + s jako zakres wartości,przypisany,Schody,normalny,,,,2023-12-01
0006876,"Dodać narzędzie ""lustro"" dla schodów i balustrad",przypisany,Schody,niski,,,,2023-12-08
0006878,Możliwość zapisania własnego modelu schodów/balustrady,przypisany,Schody,normalny,,,,2023-12-08
0006932,Punkt wstawiania schodów typu belkowych/zygzaka dwystronnego utrudnia dokładne narysowanie konstrukcji,zwrócony,Schody,normalny,,,,2023-12-28
0006936,Po wydłużeniu schodów znacznikiem lub zaznaczeniu ich za pomocą ctrl + LPM ramka zaznaczenia pojawia się poza schodami,przypisany,Schody,normalny,,,,2023-12-29
0006941,"Błędne działanie parametru konstrukcji ""Zygzak na wandze->wysunięcie w dół""",rozwiązany,Schody,normalny,,,,2024-01-03
0006997,Preset schodów - rampa,przypisany,Schody,żaden,,,,2024-01-22
0007062,Dane biegu i narożnika nie zapisują się do danych sesji schodów.,rozwiązany,Schody,normalny,,,,2024-02-13
0007109,Uporzadkować Paramsy Podstopnicy oraz Stopnicy,rozwiązany,Schody,normalny,,,,2024-02-23
0007116,Dodać wizualizację długości stopnia w zabiegu,rozwiązany,Schody,normalny,,,,2024-02-26
0007125,"Czy parametr ""odsunięcie od krawędzi""+checkbox ""wyrównaj szerokość""  jest konieczny w stopnicy/podstopnicy",rozwiązany,Schody,normalny,,,,2024-02-29
0007277,Poprawna zmiana paramsów wielu dzieci schodów zaznaczonych przez klawisz ctrl,przypisany,Schody,niski,,,,2024-04-05
0007282,Dostosowanie szerokości stopnicy/podstopnicy do konstrukcji z belkami bocznymi,przypisany,Schody,normalny,,,,2024-04-08
0007295,"Dwie metody GetHalfWidth (StairsData, TunnelOrigin)",przypisany,Schody,normalny,,,,2024-04-10
0007310,Pojawiający się pojedynczy snap podczas edycji tunelu schodów,przypisany,Schody,niski,,,,2024-04-11
0007372,Zmiana konstrukcji prowadzi do powstania stopnicy węższej niż tunel schodów,przypisany,Schody,normalny,,,,2024-04-23
0006844,Wywołanie metody może powodować crash programu,przypisany,Sufity/Skosy,normalny,,,,2023-12-01
0006925,Brak zabezpieczenia przed zwiększaniem wysokości skosu,nowy,Sufity/Skosy,normalny,,,,2023-12-22
0006935,"Strop rysuje się zawsze na tej samej wysokości, nie bierze pod uwagę wysokości ściany",nowy,Sufity/Skosy,normalny,,,,2023-12-29
0006944,"Jeśli zmienimy wysokość ścian to obrys piętra pozostaje na defaultowej wysokości, i kolejne ściany zaczynają rysować sie na nim.",nowy,Sufity/Skosy,wysoki,,,,2024-01-04
0006945,"Przy wysokości skosu poniżej 20 cm, ściany się nie dopasowują",nowy,Sufity/Skosy,normalny,,,,2024-01-04
0000651,Sugestia - Dodanie opcji obrotu pleców szafy.,przypisany,szafy wnękowe,normalny,,,,2019-04-02
0000736,Brak możliwości wyboru materiału dla blendy zewnętrznej w materiałach,przypisany,szafy wnękowe,normalny,,,,2019-04-29
0000953,W szafie z pawlaczem blenda prosta nie skraca płyty pawlacza,przypisany,szafy wnękowe,normalny,,,,2019-06-14
0000987,"""uwolnienie"" edycji parametrów drzwi",przypisany,szafy wnękowe,wysoki,,,,2019-06-27
0001734,Brak możliwości dodania marginesów dla płyt pleców szafy,przypisany,szafy wnękowe,normalny,,,,2020-01-21
0001780,Możliwość kopiowania pleców szafy wnękowej generenuje błąd,przypisany,szafy wnękowe,normalny,,,,2020-01-28
0001963,nie mam możliowści zmiany grubości płyty na drzwiach suwanych,przypisany,szafy wnękowe,wysoki,,,,2020-03-18
