Identyfikator,Temat,Status,Projekt,Priorytet,Plik 1,Plik 2,Pliki inne,Data zgłoszenia
0006391,Profile listew przyściennych w formularzu zmiany kolorystyki mają błędny obrazek na podglądzie,przypisany,listwy,niski,,,,2023-08-09
0003191,Okno Opcji w narzędziu Otwórz projekt,zawieszony,manager,normalny,,,,2021-04-07
0003302,"nowy projekt, nie zapisuję po otwarciu",nowy,manager,niski,,,,2021-05-20
0005603,Okno CrashHandler po wyłączeniu programu,rozwiązany,manager,wysoki,,,,2023-03-17
0005831,Brak hintów przy wyborze uchwytów po zmianie zestawów,przypisany,manager,niski,,,,2023-05-05
0006806,Wystąpił problem odczytu pliku *.dat - utrata dokumentacji i tekstur w projekcie,przypisany,manager,wysoki,,,,2023-11-27
0006911,Program się zawiesza przy próbie otwierania projektu jeśli okno z programem jest na dodatkowym monitorze,przypisany,manager,pilny,,,,2023-12-19
0005671,"Ostatni dzień ważności pakietu jest określony jako zerowy, a to zwraca w aktualizatorze przeterminowany pakiet",rozwiązany,Marketing,wysoki,,,,2023-03-30
0006905,"Wyzerowanie obrotu przyciskiem ""zeruj obroty 3d"" powoduje zmianę położenia zgrupowanych blatów i dziwne zachowanie linii",przypisany,obrót 3d / przesuń,normalny,,,,2023-12-15
0000698,Na załączonym projekcie pozycja kamery znajduje się pod sufitem w trybie z goglami HTC,rozwiązany,obserVeR,normalny,,,,2019-04-17
0003421,Zablokowanie możliwości minimalizowania modułów Edytor szafek użytkownika i Szafy wnękowe,przypisany,szafy wnękowe,normalny,,,,2021-07-14
0003917,Mało przyjazne okno eksloratora dysku przy zapisie/odczycie szafy z dysku,przypisany,szafy wnękowe,wysoki,,,,2021-12-29
0005159,"Po ponownym uruchomieniu projektu, znika kolorystyka szafy wnękowej w wizualizacji",przypisany,szafy wnękowe,normalny,,,,2023-01-11
0002719,Program nie zapamiętuje wyboru uchwytów w Bazie Uniwersalnej 2017 w wersji węgierskiej,rozwiązany,Tłumaczenia,wysoki,,,,2020-09-23
0004516,Błędy skrótów klawiaturowych i komend,rozwiązany,Tłumaczenia,normalny,,,,2022-08-22
0005825,Pasek narzędzi i hinty w icadzie w języku polskim lub angielskim dla wersji zagranicznych,przypisany,Tłumaczenia,pilny,,,,2023-05-04
0006020,Brak tłumaczeń dla ukrywacza,przypisany,Tłumaczenia,niski,,,,2023-06-02
0006025,Brak tłumaczeń dla elementów dodatkowych,przypisany,Tłumaczenia,niski,,,,2023-06-05
0006199,Braki tłumaczeń dla elementów wnętrzarskich w wersji czeskiej,przypisany,Tłumaczenia,normalny,,,,2023-06-30
0006227,Brak tłumaczeń w ustawieniach,rozwiązany,Tłumaczenia,normalny,,,,2023-07-06
0007209,Poprawa tłumaczeń w języku rosyjskim,rozwiązany,Tłumaczenia,normalny,,,,2024-03-19
0006948,Wycena montażu OBI,przypisany,wersja Obi,pilny,,,,2024-01-04
0000098,program nie odcina/odejmuje płytek podczas tworzenia wypustu na ścianie,rozwiązany,wizualizacja,normalny,,,,2018-11-14
0003138,nie działa  opcja pokaż ukryte jeśli obiekt zostanie schowany przy pomocy wył widoczności,przypisany,wizualizacja,normalny,,,,2021-03-15
0003707,Niepoprawne wyświetlanie przestrzeniu projektowej wizualizacji po błędzie dokumentacji,zwrócony,wizualizacja,normalny,,,,2021-10-18
0005808,znikająca ściana podczas przenoszenia układu wyodrębnionego ścieżką,przypisany,wizualizacja,normalny,,,,2023-04-27
0005886,Program zawiesza się po zakończeniu renderingu,przypisany,wizualizacja,wysoki,,,,2023-05-18
0006209,"Model widoczny w wizualizacji, nie jest widoczny w środowisku",przypisany,wizualizacja,wysoki,,,,2023-07-03
0006253,"Lampy nie znikają w wizualizacji po użyciu opcji ""pokaż/ukryj wyposażenie""",zwrócony,wizualizacja,normalny,,,,2023-07-12
0006312,Brakujące tekstury w projekcie,przypisany,wizualizacja,natychmiastowy,,,,2023-07-25
0006362,niepoprawne zliczenie płytek na występie,przypisany,wizualizacja,normalny,,,,2023-08-04
0006544,Spore braki tłumaczeniowe w wersji ukraińskiej,rozwiązany,wizualizacja,normalny,,,,2023-09-06
0006687,Brak możliwości utworzenia wnęki/występu w występie,przypisany,wizualizacja,wysoki,,,,2023-10-17
0006688,Podłoga zostaje usunięta po utworzeniu wnęki/występu,przypisany,wizualizacja,pilny,,,,2023-10-17
0006711,Brak powierzchni pod oknami wstawionymi w skos,przypisany,wizualizacja,normalny,,,,2023-10-25
0006773,"Mimo zaznaczonych powierzchni do odjęcia, płytki nakładają się na nie",przypisany,wizualizacja,normalny,,,,2023-11-17
0006916,"Po edycji drzwi i zmianie ich pozycji, w wizualizacji występuje przenikanie się powierzchni",przypisany,wizualizacja,wysoki,,,,2023-12-21
0007168,Po usunięciu płytek z obiektu pojawia się ukryta ściana,przypisany,wizualizacja,normalny,,,,2024-03-11
0007190,"Po użyciu funkcji lustra na blacie, skopiowany blat ma kolor obrzeża zgodny z kolorem obrzeża wybranym w formularzu.",przypisany,wizualizacja,niski,,,,2024-03-15
0007396,Niepoprawne nazwy w wersji angielskiej w module farb,przypisany,wizualizacja,normalny,,,,2024-05-06
0003442,"Losowo nie otwiera się okno ""Zmiany kolorystyki szafek"".",rozwiązany,wstawianie szafek kuchennych,normalny,,,,2021-07-21
0004472,Wstawianie ekspresu do kawy dla szafki HPMES-6 z bazy  WFM 2019,rozwiązany,wstawianie szafek kuchennych,normalny,,,,2022-08-02
0005644,Szafka kuchenna wstawiona na wyższym poziomie wstawia się bez cokołu,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-03-24
0005712,Program nie wczytuje nowych podglądów zestawów po aktualizacji bazy.,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-04-07
0006081,Niepełna lista uchwytów podczas wyboru kolorystyki zestawu szafek,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-06-13
0006862,Dodatkowe bloki podczas wstawiania szafki w konkretnym projekcie,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-12-05
0006879,"Fraza ""klj"" w wyszukiwarce szafek",przypisany,wstawianie szafek kuchennych,normalny,,,,2023-12-11
0007081,Jeśli zmienimy agd w wstawionej szafce a następnie zedytujemy którykolwiek wymiar szafki - wraca sprzęt agd sprzed zmiany.,zwrócony,wstawianie szafek kuchennych,wysoki,,,,2024-02-15
0007177,Rozbieżność w skalowaniu szafek z bns_user i narożnych w wizualizacji i cadzie,nowy,wstawianie szafek kuchennych,normalny,,,,2024-03-12
0007322,Brak okna wyboru bazy kuchenej przy stworzeniu poejkeu w CAD Kuchnie w wersji angielskiej,rozwiązany,wstawianie szafek kuchennych,normalny,,,,2024-04-12
0006375,brak cokołów w wycenie,przypisany,wycena,normalny,,,,2023-08-07
0001789,"Po zmianie nazwy skrótu przez aktualizator, ikona programu nie jest wyświetlana",zwrócony,aktualizator internetowy,normalny,,,,2020-01-29
0001815,Panda Done blokuje aktualizację ipudate do aktualnej wersji,przypisany,aktualizator internetowy,wysoki,,,,2020-02-06
0002012,Rozdzielenie plików na aktualizatorze,przypisany,aktualizator internetowy,niski,,,,2020-03-30
0002279,reinstalacja .4cada do katalogu domyślnego jeżeli został przeniesiony,przypisany,aktualizator internetowy,normalny,,,,2020-06-03
0002386,Po wystąpieniu buga 2385 po ręcznym uruchimieniu aktualizatora ginie ikona lunchera,przypisany,aktualizator internetowy,normalny,,,,2020-07-02
0002469,"Instalowanie z konta użytkownika, który nie posiada uprawnień admina",przypisany,aktualizator internetowy,normalny,,,,2020-07-20
0002529,AV access violation na cc32130mt.dll po uruchomieniu aktualizatora internetowego,przypisany,aktualizator internetowy,pilny,,,,2020-08-03
0004382,Zmiana infromacji po nieudanej instalacji vcredistow,przypisany,aktualizator internetowy,normalny,,,,2022-06-23
0005166,Przy braku klucza HASP trwa ciągle sprawdzanie połączenia.,rozwiązany,aktualizator internetowy,normalny,,,,2023-01-12
0005176,Niepoprawne wyświetlanie klucza przy zarejestrowanej licencji online i kodach hasp3.3.1,przypisany,aktualizator internetowy,pilny,,,,2023-01-13
0005177,Przy braku licencji online i braku kodów hasp 4.0 okno aktualizatora wersji 9.0.0.18 jest aktywne.,rozwiązany,aktualizator internetowy,normalny,,,,2023-01-13
0005203,Aktualizator nie pobiera baz podczas pierwszego uruchomienia,rozwiązany,aktualizator internetowy,normalny,,,,2023-01-19
0005233,sprawdzenie czy windows 64 bit,rozwiązany,aktualizator internetowy,wysoki,,,,2023-01-23
0005243,Sprawdzanie miejsca na dysku,rozwiązany,aktualizator internetowy,normalny,,,,2023-01-25
0005246,Skrót aktualizatora internetowego nie utworzył się po aktualizacji na pulpicie,rozwiązany,aktualizator internetowy,wysoki,,,,2023-01-26
0005259,Okno komunikatu o nie właściwej wersji systemu znajduję się pod oknem menagera licencji,przypisany,aktualizator internetowy,wysoki,,,,2023-01-31
0005265,Brak ikony launchera v.4.0 po aktualizacji,przypisany,aktualizator internetowy,pilny,,,,2023-02-01
0005387,"Aktualizator spróbuje wgrać pliki pomimo zbyt małego miejsca na dysku, jeżeli wcześniej je pobrał",przypisany,aktualizator internetowy,wysoki,,,,2023-02-16
0005486,aktualizator nie podmienia MADE jeżeli istnieje starsza warsja oraz wersja MADE 2016,przypisany,aktualizator internetowy,pilny,,,,2023-03-01
0005731,Kaspersky rozpoznaje iUpdatex64.exe jako trojana,przypisany,aktualizator internetowy,natychmiastowy,,,,2023-04-12
0006605,MacAfee blokuje wywolanie analyticsx86.dll przez iUpdate i go zawiesza,przypisany,aktualizator internetowy,wysoki,,,,2023-09-14
0006639,Nie można pobrać większych baz przez aktualizator internetowy,przypisany,aktualizator internetowy,pilny,,,,2023-09-28
0006674,Brak tłumaczenia komunikatu dotyczącego niezainstalowanej CAD License,przypisany,aktualizator internetowy,wysoki,,,,2023-10-11
0007005,HASP driver not installed mimo licencji online,przypisany,aktualizator internetowy,normalny,,,,2024-01-24
0000258,Podczas pobierania przez asystenta w pasku zadań nazwa aplikacji to Form2,przypisany,asystent pobierania,normalny,,,,2018-12-20
0001129,Błąd pobierania pliku i przerwanie pobierania niezwiązane z jakością połączenia,przypisany,asystent pobierania,pilny,,,,2019-08-13
0003312,"Niepoprawny komunikat, jeżeli na kluczu czasowym wystąpił ""Potencjalny problem z baterią klucza HASP""",przypisany,asystent pobierania,wysoki,,,,2021-05-24
0003620,Dodanie dodatkowych plików bez podmiany całych 7zipów,rozwiązany,asystent pobierania,normalny,,,,2021-09-23
0005651,"Asystent uruchominy z dysku na którym jest wolna przestrzeń sygnalizuje, że jej nie ma",przypisany,asystent pobierania,normalny,,,,2023-03-24
0001327,Model zawiera błędy oraz nierówną geometrię,przypisany,bazy danych,normalny,,,,2019-10-14
0001386,"Wpisy w dwóch polach w oknie ""Edycja dokumentacji blatów"" nie mieszczą się",zwrócony,bazy danych,normalny,,,,2019-10-29
0001624,Baza wyposażenie wnętrz tom 1 po poprawce nie ma uzupełnionego typu standardowego.,przypisany,bazy danych,pilny,,,,2019-12-17
0001965,CERSANIT 2020 - problemy z wyświetlaniem w renderze podstawowym,zwrócony,bazy danych,wysoki,,,,2020-03-19
0001984,Gniazdko po wstawieniu wtapia się w ścianę.,przypisany,bazy danych,niski,,,,2020-03-25
0002824,Blaty w bazie DURAVIT mają zły punkt wstawienia,przypisany,bazy danych,wysoki,,,,2020-10-28
0002831,Niewidoczny element pantografu w icadzie,przypisany,bazy danych,wysoki,,,,2020-10-29
0002846,Zdublowane typy w typie standardowym,rozwiązany,bazy danych,normalny,,,,2020-11-05
0002993,Brak niektórych tłumaczeń w wersji angielskiej.,zwrócony,bazy danych,normalny,,,,2021-01-21
0003101,Brak spójności jednostki wymiarów w bazie Radaway,zwrócony,bazy danych,normalny,,,,2021-02-25
0003214,"Nieprawidłowy punkt wstawienia lub poziom w bazie INVENA w typie ""podtynki""",przypisany,bazy danych,normalny,,,,2021-04-15
0003479,W wersji angielskiej w szafkach kuchennych o nazwie D_Fala brakuje frontów.,przypisany,bazy danych,normalny,,,,2021-08-02
0003560,Okna i drzwi balkonowe od 94 do 99 wstawiają się bez parapetów,przypisany,bazy danych,niski,,,,2021-09-03
0003588,Brak okna Dane producenta dla farb Sigma Coatings,przypisany,bazy danych,niski,,,,2021-09-13
0003642,W bazie Radaway wstawiony model nie zgadza się z poglądem i opisem,przypisany,bazy danych,normalny,,,,2021-09-30
0003755,"Literówka w nazwie kategorii ""luksfery""",przypisany,bazy danych,normalny,,,,2021-11-03
0003762,Nieprawidłowe wstawianie zlewozmywaków Franke.,przypisany,bazy danych,normalny,,,,2021-11-05
0003899,"B_Laufen, niewłaściwy model bidetu Sonar H830341.xxx.3021",przypisany,bazy danych,normalny,,,,2021-12-20
0003908,Literówka w nazwie typu,przypisany,bazy danych,niski,,,,2021-12-22
0003979,baza Delinia - brakuje cokołu w zaślepkach dolnych o szer.20mm,przypisany,bazy danych,normalny,,,,2022-01-31
0003981,"Literówki i błędne linki: Farby, baza Sigma Coatings",przypisany,bazy danych,normalny,,,,2022-01-31
0003986,nowa baza szafek  - zła konstrukcja szafek wysokich z piekarnikami i mikrofalami,przypisany,bazy danych,wysoki,,,,2022-02-02
0003988,Problemy z obrysami niektórych sprzętów AGD,przypisany,bazy danych,normalny,,,,2022-02-02
0004066,Brak bumpu na fugach na płytkach Dunin > Arabesco,przypisany,bazy danych,normalny,,,,2022-02-24
0004105,Nie ma szafek pod zmywarkę w bazie bezuchytowej 2022,przypisany,bazy danych,pilny,,,,2022-03-16
0004214,Odwrócone wymiary X i Y w Bazie schodów,przypisany,bazy danych,wysoki,,,,2022-04-14
0004240,Cersanit - nieporpawny wymiar płytki MARKURIA WHITE CHEVRON MOSAIC MATT,przypisany,bazy danych,normalny,,,,2022-04-28
0004324,Model z banku modeli 3D posiada dużą ilość powierzchni,przypisany,bazy danych,wysoki,,,,2022-05-30
0004371,Błędny kod producenta w bazie Radaway,przypisany,bazy danych,normalny,,,,2022-06-14
0004402,Brakuje połysków w części materiałów standardowych v1.0,przypisany,bazy danych,normalny,,,,2022-06-30
0004406,narzędzie do kopiowania baz danych,rozwiązany,bazy danych,normalny,,,,2022-06-30
0004432,Przy powtórnym kopiowaniu bazy *.fdb program się zamyka i kopia nie powstaje,rozwiązany,bazy danych,wysoki,,,,2022-07-13
0004670,blaty nietypowe - brakuje możliwości czytania obszaru z dorysowanymi otworami,nowy,bazy danych,normalny,,,,2022-09-28
0004722,Nieoczekiwany błąd po kliknięciu w Serwis,przypisany,bazy danych,normalny,,,,2022-10-11
0004777,Nazwy województw wyświetlane z małych liter,przypisany,bazy danych,normalny,,,,2022-10-25
0004882,"Uwagi dotyczące koloru ""Chrom"" w ""Drzwi i okna""",przypisany,bazy danych,normalny,,,,2022-11-14
0004950,Uchwyt modern38/poziom odstaje od frontu Birgu,przypisany,bazy danych,wysoki,,,,2022-11-28
0005035,niespójność jednostki podczas filtrowania szafek po wymiarach,przypisany,bazy danych,normalny,,,,2022-12-15
0005100,kolory wentylacji i kratek,przypisany,bazy danych,normalny,,,,2022-12-29
0005131,Mało uniwersalne wymiary szafek dolnych naróżnych z szufladami,przypisany,bazy danych,normalny,,,,2023-01-05
0005133,Niestandardowy rozmiar blendy szafki narożenej,przypisany,bazy danych,normalny,,,,2023-01-05
0005144,Komunikaty o niewycenieniu się blatu o nietypowym rozmiarze lub nieprzypisanym kolorze.,przypisany,bazy danych,normalny,,,,2023-01-09
0005155,Brak frontów z bazy bezuchwytowej w edytorze szafek kuchennych,nowy,bazy danych,normalny,,,,2023-01-11
0005334,Różne rodzaje frontu w ramach tego samego zestawu,przypisany,bazy danych,normalny,,,,2023-02-09
0005528,Front na szafce ustawiony nierówno,przypisany,bazy danych,normalny,,,,2023-03-08
0005541,Szafki narożne 1250x650 i inne tego typu/front RYFLOWANY - brak zaślepek narożnych.,przypisany,bazy danych,normalny,,,,2023-03-09
0005928,brak konsekwencji w bazach podczas zamiany modelu,przypisany,bazy danych,normalny,,,,2023-05-25
0006109,Siemens - błędne wymiary mikrofal do zabudowy,przypisany,bazy danych,normalny,,,,2023-06-15
0006146,Niespójnośc schematu z wymiarami modeli chłodziarek na wino Electrolux 2021,przypisany,bazy danych,wysoki,,,,2023-06-20
0006206,Brak frontów szafki w wersji czeskiej,przypisany,bazy danych,normalny,,,,2023-06-30
0006208,Rysunki podglądu zestawów dla szafek użytkownika są znacznie mniejsze od tych dla bazy kuchennej,przypisany,bazy danych,normalny,,,,2023-07-03
0006407,Żle wstawiający sie cokół w bazie Nolte 2021,przypisany,bazy danych,wysoki,,,,2023-08-16
0006485,"Błędna nazwa warstwy w bazie użytkownika dla zestawów PASKI 140, PASKI 70",przypisany,bazy danych,normalny,,,,2023-08-30
0006649,Przesunięcie uchwytu poza szafkę po zmianie zawiasu,przypisany,bazy danych,wysoki,,,,2023-10-03
0006669,"Dodanie do bazy DoorsWindows odpowiednika okna ""nietypowe dwuskrzydłowe 3'' wariancie z pojedynczym skrzydłem",przypisany,bazy danych,normalny,,,,2023-10-09
0006906,Niedokładne wymiary w modelach drzwi OBI,przypisany,bazy danych,normalny,,,,2023-12-18
0006912,wersja OBI - brakuje opcji obróć klamkę,przypisany,bazy danych,normalny,,,,2023-12-19
0006913,"wersja OBI - linie wymiarowe drzwi są w złych miejscach, nie zgadzają się też wymiary skrzydła drzwiowego",przypisany,bazy danych,wysoki,,,,2023-12-19
0007031,W zestawie Harmonia wąskie fronty nie mają ramek,przypisany,bazy danych,normalny,,,,2024-02-01
0007088,Problemy z uchwytami w bazie mebli kuchennych 2017 w wersji zagranicznej,przypisany,bazy danych,wysoki,,,,2024-02-16
0007106,Dodanie modeli drzwi z odwrotną przylgą/rewersyjnych,przypisany,bazy danych,normalny,,,,2024-02-22
0007152,baza Delinia ID - szafki narożne generują dodatkowy blat,przypisany,bazy danych,wysoki,,,,2024-03-07
0007156,Delinia - blaty - program nie rozróżnia profili blatów dodanych do bazy,przypisany,bazy danych,wysoki,,,,2024-03-07
0007157,Delinia - blaty - odległość nie uwzględnia domyślnej szerokości blatu z bazy,przypisany,bazy danych,wysoki,,,,2024-03-07
0007160,LM - okapy - zbyt niskie rury odprowadzające powietrze,przypisany,bazy danych,wysoki,,,,2024-03-07
0007213,Szafka Arezzo N-6/1D/145 - front wyższy od korpusu.,przypisany,bazy danych,normalny,,,,2024-03-20
0007217,Prześwitywanie na konkretnej ościeżnicy,przypisany,bazy danych,normalny,,,,2024-03-20
0007318,LM AGD - w okapach Akpo brakuje oświetlenia,przypisany,bazy danych,wysoki,,,,2024-04-12
0001382,W kształtach dla blatów nietypowych program nie wykrywa otworów,przypisany,blaty,normalny,,,,2019-10-28
0003100,Opcja dodania otworu na etapie tworzenia blatu,nowy,blaty,normalny,,,,2021-02-25
0004542,Poziom wstawienia blatu zmienia się ze zmianą szerokości,przypisany,blaty,normalny,,,,2022-08-24
0006263,Autoblaty nie usuwają się jeśli wprowadzane były zmiany,nowy,blaty,normalny,,,,2023-07-13
0007014,Blat skopiowany w wizualizacji kopiuje się z wycięciem,przypisany,blaty,normalny,,,,2024-01-25
0007015,Blat naniesiony w wizce na szafkę ze zlewozmywakiem się rozjeżdża,przypisany,blaty,normalny,,,,2024-01-25
0007027,Funkcja Rodzaj narożnika zawiesza się po kilku uzyciach,przypisany,blaty,normalny,,,,2024-02-01
0007154,"nie działa opcja ""łączenie""",przypisany,blaty,wysoki,,,,2024-03-07
0007155,"blaty - brakuje powiązania okna wyboru zestawu z narzędziem ""blaty""",przypisany,blaty,wysoki,,,,2024-03-07
0007189,Blat z autogeneracji dubluje się na jednej z szafek mimo iż szafki są połączone ze sobą.,przypisany,blaty,normalny,,,,2024-03-15
0007193,"Użycie funkcji ""cięcie"" z formularza blatów powoduje, że na przeciętym blacie znikają ścięcia i zaokrąglenia jego krawędzi.",przypisany,blaty,normalny,,,,2024-03-15
0007287,Usuwanie tekstur z blatów po skopiowaniu go,przypisany,blaty,wysoki,,,,2024-04-10
0007288,"Po skopiowaniu zgrupowanych blatów typowych, blaty są rozgrupowane",przypisany,blaty,normalny,,,,2024-04-10
0007301,Brak komunikatu o przekroczeniu wymieru płyty w wersji angielskiej,przypisany,blaty,normalny,,,,2024-04-10
0007414,Błędnie generowane zaoblenia i ścięcia blatów w bazie Delinia_ID,przypisany,blaty,normalny,,,,2024-05-10
0005235,Ciemniejszy pasek na dole na którym znajdują się nowe przyciski jest tak jakby wklejony do ogólnego okna.,przypisany,CAD Licencja,normalny,,,,2023-01-24
0005240,Okno wyboru języka licencji podczas aktualizacji z 3.3.1 na 4.0,rozwiązany,CAD Licencja,wysoki,,,,2023-01-25
0006185,Uporządkowanie gramatyki kodów aktywacyjnych i licencji online,przypisany,CAD Licencja,normalny,,,,2023-06-28
0006383,Pasek menu z PPM w języku angielskim,przypisany,CAD Licencja,normalny,,,,2023-08-08
0006973,"Program CDPro startuje na licencji, na której jest tylko CD.",przypisany,CAD Licencja,normalny,,,,2024-01-11
0007127,Informacja o konieczności aktywacji klucza,przypisany,CAD Licencja,normalny,,,,2024-02-29
0007272,Brak polskich znaków w komunikatach CAD Licencji,przypisany,CAD Licencja,normalny,,,,2024-04-04
0002799,nawierty,nowy,CAD Rozkrój,normalny,,,,2020-10-19
0002800,automatyczne przeniesienie szafki do rozkroju,nowy,CAD Rozkrój,normalny,,,,2020-10-19
0003508,Dublowanie formatek przy imporcie pojedynczej szafki,przypisany,CAD Rozkrój,normalny,,,,2021-08-13
0003752,"proponuję zmienić opis ""eksport do pliku DDT"" na ""eksport CSV (Excel)""",nowy,CAD Rozkrój,normalny,,,,2021-11-03
0003895,Brak możliwości dodana kilku rodzajów oklein w pojedyńczej formatce,nowy,CAD Rozkrój,normalny,,,,2021-12-17
0004430,Ograniczona ilość czcionek do wyboru,zawieszony,CAD Rozkrój,normalny,,,,2022-07-13
0004484,Możliwość drukowania w kolorze,przypisany,CAD Rozkrój,normalny,,,,2022-08-05
0004485,Dodanie oznaczenia dotyczącego oklejenia przy wymiarach na formatce,przypisany,CAD Rozkrój,normalny,,,,2022-08-05
0004993,Niepoprawny wymiar formatki,zawieszony,CAD Rozkrój,pilny,,,,2022-12-05
0007326,CADRozkrój nie zapisuje w pliku prg nazw oklein na maszynę Gabbiani,przypisany,CAD Rozkrój,pilny,,,,2024-04-12
0007361,Wybranie innych materiałów formatki i arkusza uniemożliwia optymalizację rozkroju,przypisany,CAD Rozkrój,pilny,,,,2024-04-22
0000274,zabezpieczenie panelu administracyjnego share-it (lub zrobienie nowego),przypisany,CAD Share-it,wysoki,,,,2019-01-03
0001182,Długi czas zapisu na serwerze ustawienia podglądu projektu w CAD Share-it,przypisany,CAD Share-it,normalny,,,,2019-08-20
0002125,"Czarne obiekty przezroczyste, metalowe i lustrzane po Ray tracingu",przypisany,CAD Share-it,normalny,,,,2020-04-20
0003342,Wolne działanie CAD Share it,przypisany,CAD Share-it,wysoki,,,,2021-06-08
0002519,podpisywanie instalki w locie,przypisany,DbInstallEdit,normalny,,,,2020-07-29
0002040,Bez pliku uninst.log deinstalacja nie działa,przypisany,deinstalator,normalny,,,,2020-04-02
0001085,"Brak możliwości zmiany Koloru linii i Rodzaju linii utworzonego prostokata, okręgu czy polilinii.",przypisany,Designer,normalny,,,,2019-07-30
0001086,Error - Exception po kliknięciu w przycisk Prostokąt.,przypisany,Designer,normalny,,,,2019-07-30
0001102,Widoczność fazowanej krawędzi przez model,przypisany,Designer,normalny,,,,2019-08-09
0001106,Kolejność rysowanych elementów na warstwach,przypisany,Designer,normalny,,,,2019-08-09
0001107,Przyciąganie punktów końcowych działa inaczej dla różnych punktów,przypisany,Designer,normalny,,,,2019-08-09
0001108,Pojedynczą linie można przesunąć tylko przeciągając jej 2 punkty,przypisany,Designer,normalny,,,,2019-08-09
0001111,Brakująca funkcjonalność: wyznaczanie obrysu na podstawie wskazanego środka (tworzenie podestu z wielu niezależnych obrysów/lini,przypisany,Designer,normalny,,,,2019-08-09
0001112,Brakująca funkcjonalność: Otwory w podestach,przypisany,Designer,normalny,,,,2019-08-09
0001113,Wpisanie wartości 9-cio cyfrowej pokazuje błąd i wyłącza program,zwrócony,Designer,normalny,,,,2019-08-12
0001114,Brakująca funkcjonalność: inne kształty,przypisany,Designer,normalny,,,,2019-08-12
0001115,Brakująca funkcjonalność: profil użytkownika,przypisany,Designer,normalny,,,,2019-08-12
0001116,Brakująca funkcjonalność: zmiana nazwy warstwy,przypisany,Designer,normalny,,,,2019-08-12
0001120,Podczas modyfikacji polilinii nie można wpisać nowej długości linii,przypisany,Designer,normalny,,,,2019-08-12
0001124,Niebieska ramka wokół modelu pojawia się podczas zaznaczania polilinii/okręgu/prostokąta,przypisany,Designer,normalny,,,,2019-08-12
0001125,"Brak opcji ""poziom"" we właściwościach podestu",przypisany,Designer,normalny,,,,2019-08-12
0001127,Problemy ze wskazywaniem punktów na siatce,przypisany,Designer,normalny,,,,2019-08-13
0001188,Po zaznaczeniu elementu pojawiają się długie linie i dodatkowe kształty na figurze.,przypisany,Designer,normalny,,,,2019-08-21
0001189,Przy dużym przybliżeniu występują przeskoki przesunięcia.,przypisany,Designer,normalny,,,,2019-08-21
0001195,Menu kontekstowe spod ppm znika jeżeli odjedzie się kursorem za daleko od menu.,zwrócony,Designer,normalny,,,,2019-08-26
0001196,"Przesuwając strzałką na klawiaturze pozycje kursora, przesuwa się też kamera w scenie.",przypisany,Designer,normalny,,,,2019-08-26
0001197,Maksymalna wysokość podestu nie mieści się w domyślnej szerokości menu.,przypisany,Designer,normalny,,,,2019-08-26
0001220,Rysowania na wskazanej wysokości,nowy,Designer,normalny,,,,2019-09-05
0001222,Rysowanie powierzchni 3dface,nowy,Designer,normalny,,,,2019-09-05
0001223,Kliknięcie w funkcję z włączonym menu kontekstowym,przypisany,Designer,normalny,,,,2019-09-05
0001224,Podesty tworzone ze skrzyżowanych polilinii,przypisany,Designer,normalny,,,,2019-09-05
0003855,Przekrój przez ściany w rzucie 3D,nowy,Designer,normalny,,,,2021-12-08
0004216,wprowadzanie do projektu wymiarów bezpośrednio z dalmierza,nowy,Designer,normalny,,,,2022-04-15
0005945,ustawienie widoku (kostka) - centrowanie widoku,nowy,Designer,normalny,,,,2023-05-26
0005951,"ustawienia parametrów obiektów 2D - rodzaj linii, kolor, grubość",nowy,Designer,pilny,,,,2023-05-26
0005953,kolejność polecenie - wybór obiektu,nowy,Designer,normalny,,,,2023-05-26
0005994,Komunikaty o niepowodzeniu lub błedzie wykonywania polecenia,nowy,Designer,normalny,,,,2023-05-31
0005997,Polecenie Przytnij - brakuje podpowiedzi,nowy,Designer,normalny,,,,2023-05-31
0005998,Polecenie Łącz - brak podpowiedzi,nowy,Designer,normalny,,,,2023-05-31
0006002,usunąć polecenie wstaw inny kształt,nowy,Designer,normalny,,,,2023-05-31
0006004,"Strop - ""akceptuj pomieszczenie"" - jeżeli dwa budynki - ostrzeżenie",zawieszony,Designer,normalny,,,,2023-05-31
0006006,Po utworzeniu obiektu domyślnie obiekt powinien być odznaczony,zawieszony,Designer,normalny,,,,2023-05-31
0006030,komunikaty,nowy,Designer,wysoki,,,,2023-06-05
0006088,Kamera - oczekiwane działanie,przypisany,Designer,normalny,,,,2023-06-13
0006099,Ściany - dodać narzędzie Przytnij ścianę,przypisany,Designer,normalny,,,,2023-06-14
0006101,Ściany - ściana łukowa,przypisany,Designer,normalny,,,,2023-06-14
0006122,Skosy - skos narożny,nowy,Designer,normalny,,,,2023-06-16
0006168,Podesty - minimalna wysokość podestu,nowy,Designer,normalny,,,,2023-06-23
0006171,wygładzanie segmentu - dla jakich wartości występuje,nowy,Designer,normalny,,,,2023-06-23
0006172,"dla podestów, listew - warstyw",nowy,Designer,normalny,,,,2023-06-23
